N,Город,Зарплата_в_месяц,Изменение_зарплаты_за_12_месяцев,Должность,exp,current_job_exp,Язык_программирования,Специализация,Возраст,Пол,Образование,Университет,Еще_студент,Уровень_английского,Размер_компании,Тип_компании,Предметная_область
4660,Kyiv,2375,500,Software Engineer,4.0,1.0,C#/.NET,,25,male,Высшее,НТУУ «КПИ»,False,ниже среднего,до 50 человек,Стартап,GameDev
4663,Kyiv,2375,400,Scrum Master,1.0,3.0,,,26,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,"Manufacturing, Medtech"
4665,Kyiv,2375,1000,Research Engineer,3.0,0.5,,,26,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 50 человек,Продуктовая,"Adtech, Machine Learning, Media"
4667,Kyiv,2371,1371,Software Engineer,3.0,0.0,Python,,25,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Аутстаффинговая,Інша
4669,Kyiv,2350,800,Senior QA engineer,5.0,0.5,,Manual QA,27,female,Высшее,КНЭУ,False,продвинутый,до 200 человек,Аутсорсинговая,Legal
4672,Kyiv,2350,200,Software Engineer,5.0,1.0,JavaScript,,33,female,Высшее,НАУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Medtech
4674,Kyiv,2350,400,Senior Software Engineer,6.0,6.0,C#/.NET,,27,male,Высшее,ГУТ,False,выше среднего,до 50 человек,Аутсорсинговая,"Edtech, GameDev, Medtech"
4676,Kyiv,2350,0,Software Engineer,3.0,1.0,JavaScript,,24,male,Высшее,НАУ,False,ниже среднего,до 1000 человек,Продуктовая,Gambling
4678,Kyiv,2350,800,Software Engineer,3.0,0.0,JavaScript,,32,female,Два высших,НТУУ «КПИ»,False,выше среднего,до 10 человек,Продуктовая,"Edtech, Інша"
4679,Kyiv,2350,0,Software Engineer,4.0,1.0,C,,24,female,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Automotive
4681,Kyiv,2350,280,QA Engineer,4.0,4.0,,Automation QA,30,male,Высшее,КНУ им. Шевченко,False,средний,свыше 1000 человек,Аутсорсинговая,E-commerce
4683,Kharkiv,2350,0,Senior QA engineer,10.0,0.0,,General QA,35,female,Высшее,ХНУРЭ,False,выше среднего,до 50 человек,Аутстаффинговая,Mobile
4684,Kyiv,2350,-500,Business analyst,5.0,2.0,,,35,male,Высшее,Other вуз,False,выше среднего,до 10 человек,Стартап,E-commerce
4687,Kyiv,2350,0,HR,10.0,6.0,,,31,female,Высшее,КНЭУ,False,продвинутый,свыше 1000 человек,Аутстаффинговая,Інша
4688,Kyiv,2350,500,QA Engineer,3.0,1.0,,Manual QA,33,female,Высшее,КНУ им. Шевченко,False,выше среднего,до 200 человек,Аутсорсинговая,"ERP, Fintech"
4690,Kyiv,2350,600,Software Engineer,5.0,2.0,JavaScript,,35,female,Незаконченное высшее,КНЭУ,False,средний,до 200 человек,Аутсорсинговая,Інша
4692,Kyiv,2350,300,Software Engineer,2.0,1.0,Java,,24,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 1000 человек,Аутсорсинговая,"Automotive, Fintech"
4694,Kyiv,2350,350,QA Engineer,3.0,2.0,,General QA,33,male,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Продуктовая,Mobile
4695,Lviv,2350,350,DevOps,3.0,2.0,,,24,male,Высшее,Lvivская Политехника,False,средний,свыше 1000 человек,Аутсорсинговая,"Automotive, Cloud Computing"
4696,Kyiv,2350,1000,Software Engineer,3.0,0.25,TypeScript,,23,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 50 человек,Аутсорсинговая,"Adtech, Media"
4697,Kyiv,2350,500,Software Engineer,3.0,3.0,C#/.NET,,23,male,Высшее,НТУУ «КПИ»,False,средний,до 1000 человек,Аутсорсинговая,Telecom
4698,Kharkiv,2350,850,Project manager,3.0,1.0,,,25,female,Высшее,Other вуз,False,продвинутый,до 200 человек,Аутсорсинговая,E-commerce
4699,Kyiv,2340,700,Software Engineer,3.0,0.5,Java,,24,male,Высшее,НТУУ «КПИ»,False,средний,свыше 1000 человек,Продуктовая,"Gambling, High Load Systems"
4700,Kyiv,2340,-285,Software Engineer,6.0,0.0,TypeScript,,41,male,Высшее,Other вуз,False,выше среднего,до 50 человек,Продуктовая,Blockchain
4702,Kyiv,2340,350,QA Tech Lead,5.0,4.0,,General QA,30,male,Высшее,НТУУ «КПИ»,False,средний,до 50 человек,Продуктовая,Fintech
4703,Kyiv,2338,500,Software Engineer,2.0,0.5,JavaScript,,26,male,Среднее,,False,средний,до 50 человек,Аутсорсинговая,Adtech
4706,Kyiv,2333,0,Project manager,5.0,3.0,,,39,male,Высшее,ХАИ,False,выше среднего,до 1000 человек,Аутсорсинговая,"Fintech, Інша"
4708,Kyiv,2330,500,DevOps,4.0,2.0,,,23,male,Высшее,ГУТ,False,средний,свыше 1000 человек,Аутстаффинговая,"Big Data, Fintech, Insurance"
4710,Kharkiv,2330,500,Support,8.0,8.0,,,27,female,Высшее,ХНУ им. Каразина,False,продвинутый,свыше 1000 человек,Продуктовая,Інша
4711,Kharkiv,2320,800,Software Engineer,3.0,3.0,Java,,28,female,Высшее,ХНУРЭ,False,выше среднего,до 50 человек,Аутсорсинговая,"Fintech, Internet of Things"
4712,Kyiv,2320,520,QA Engineer,5.0,2.0,,Automation QA,24,male,Незаконченное высшее,Other вуз,False,ниже среднего,до 200 человек,Продуктовая,"Embedded, Fintech, Robotics"
4713,Kharkiv,2320,555,HR,4.0,3.0,,,32,female,Высшее,НТУ «ХПИ»,False,средний,до 1000 человек,Продуктовая,GameDev
4714,Kyiv,2315,1600,Software Engineer,2.0,0.0,Golang,,21,male,Еще студент,ЛНУ им. Франко,True,выше среднего,до 1000 человек,Аутсорсинговая,Gambling
4715,Kyiv,2308,-460,Software Engineer,5.0,2.0,PHP,,28,male,Высшее,НУПТ,False,выше среднего,до 1000 человек,Продуктовая,"High Load Systems, Legal"
4718,Other,2300,300,DevOps,8.0,5.0,,,33,male,Высшее,Other вуз,False,средний,до 50 человек,Аутсорсинговая,E-commerce
4719,Kyiv,2300,300,Business analyst,5.0,1.0,,,35,female,Кандидат,НАУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Internet of Things
4721,Kharkiv,2300,700,Team/Technical Lead,4.0,3.0,Python,,28,female,Высшее,ХНУРЭ,False,выше среднего,до 200 человек,Аутсорсинговая,"E-commerce, Legal, Logistics"
4722,Kyiv,2300,700,Senior QA engineer,5.0,4.0,,Manual QA,37,male,Высшее,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,E-commerce
4723,Kyiv,2300,900,QA Engineer,3.0,3.0,,General QA,28,male,Высшее,ГУТ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Telecom
4724,Kyiv,2300,800,Senior Software Engineer,8.0,0.25,Python,,33,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 50 человек,Стартап,GameDev
4725,Kyiv,2300,1200,Software Engineer,2.0,2.0,Інше,,20,male,Еще студент,НТУУ «КПИ»,True,средний,до 1000 человек,Аутсорсинговая,"ERP, Medtech"
4726,Kyiv,2300,-450,Senior Software Engineer,8.0,5.0,C#/.NET,,30,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,Medtech
4727,Kyiv,2300,500,Scrum Master,4.0,0.0,,,25,female,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутстаффинговая,E-commerce
4728,Kyiv,2300,0,Software Engineer,7.0,0.5,Kotlin,,39,male,Высшее,ЧГУ им. Петра Могилы,False,выше среднего,до 200 человек,Аутсорсинговая,Mobile
4729,Kyiv,2300,800,Software Engineer,5.0,2.0,PHP,,39,male,Высшее,КНЭУ,False,средний,до 200 человек,Продуктовая,"E-commerce, Fintech"
4730,Kyiv,2300,500,QA Engineer,3.0,1.0,,Automation QA,28,male,Высшее,КНУ им. Шевченко,False,ниже среднего,до 200 человек,Продуктовая,Gambling
4733,Kyiv,2300,1100,QA Engineer,3.0,0.0,,General QA,22,male,Высшее,НаУКМА,False,выше среднего,до 200 человек,Продуктовая,Fintech
4734,Kyiv,2300,1200,Data Engineer,2.0,0.5,,,20,male,Высшее,НАУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Big Data
4735,Kyiv,2300,500,Software Engineer,3.0,2.0,Python,,25,male,Высшее,НТУУ «КПИ»,False,средний,свыше 1000 человек,Аутсорсинговая,Інша
4736,Kyiv,2300,0,Senior QA engineer,6.0,2.0,,Manual QA,30,female,Высшее,НАУ,False,средний,до 1000 человек,Продуктовая,Gambling
4738,Vinnytsia,2300,0,Team/Technical Lead,10.0,10.0,TypeScript,,32,male,Два высших,ВНТУ,False,средний,до 1000 человек,Аутсорсинговая,Gambling
4740,Kyiv,2300,-200,Senior Software Engineer,10.0,1.0,Ruby/Rails,,33,male,Незаконченное высшее,ВНУ им. Даля,False,ниже среднего,до 200 человек,Продуктовая,Media
4741,Kyiv,2300,900,Software Engineer,3.0,0.5,TypeScript,,25,male,Высшее,ВНТУ,False,ниже среднего,до 200 человек,Аутстаффинговая,Інша
4743,Lviv,2300,1000,QA Engineer,3.0,0.5,,Automation QA,24,female,Высшее,,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"ERP, Legal, Machine Learning"
4744,Kyiv,2300,800,DevOps,2.0,2.0,,,29,male,Высшее,ГУТ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,E-commerce
4745,Kyiv,2300,0,Software Engineer,6.0,0.0,PHP,,30,male,Незаконченное высшее,ЖГТУ,False,средний,до 50 человек,Аутсорсинговая,E-commerce
4748,Kyiv,2300,1300,Scrum Master,2.0,0.25,,,41,male,Два высших,НАУ,False,средний,свыше 1000 человек,Аутсорсинговая,Fintech
4749,Kyiv,2300,700,Software Engineer,2.0,1.0,JavaScript,,20,male,Еще студент,НаУКМА,True,средний,до 10 человек,Продуктовая,E-commerce
4750,Kyiv,2300,0,Software Engineer,4.0,1.0,C++,,25,male,Высшее,ОНПУ,False,выше среднего,до 50 человек,Продуктовая,Fintech
4751,Kyiv,2300,800,Software Engineer,3.0,2.0,Scala,,21,male,Еще студент,НТУУ «КПИ»,True,выше среднего,до 1000 человек,Аутстаффинговая,Fintech
4752,Kharkiv,2300,1300,Data Scientist,2.0,1.0,,,24,female,Высшее,ХНУ им. Каразина,False,выше среднего,до 1000 человек,Аутсорсинговая,"Big Data, Data Science, Machine Learning"
4754,Odessa,2300,300,Software Engineer,3.0,3.0,Java,,27,female,Высшее,ОНУ им. Мечникова,False,продвинутый,свыше 1000 человек,Продуктовая,Telecom
4755,Kyiv,2300,300,Software Engineer,4.0,3.0,C#/.NET,,26,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Інша
4756,Kyiv,2300,800,Software Engineer,6.0,1.0,PHP,,29,male,Высшее,СумГУ,False,средний,до 50 человек,Продуктовая,E-commerce
4759,Kyiv,2300,-300,BI Engineer,3.0,3.0,,,29,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 10 человек,Аутсорсинговая,Fintech
4761,Kyiv,2300,500,Project manager,4.0,0.0,,,26,female,Высшее,КНУ им. Шевченко,False,продвинутый,свыше 1000 человек,Аутсорсинговая,Fintech
4762,Kyiv,2300,300,Software Engineer,8.0,1.0,JavaScript,,28,male,Высшее,Other вуз,False,средний,до 200 человек,Продуктовая,"Blockchain, Medtech"
4763,Kyiv,2300,0,HR,10.0,1.0,,,34,female,Два высших,Other вуз,False,продвинутый,до 200 человек,Продуктовая,Travel
4766,Lviv,2300,0,HR,8.0,3.0,,,30,female,Высшее,Lvivская Политехника,False,выше среднего,до 200 человек,Аутстаффинговая,"Data Science, Travel, Інша"
4768,Kyiv,2300,1300,Software Engineer,2.0,0.5,JavaScript,,22,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Аутсорсинговая,Інша
4769,Kyiv,2300,500,Software Engineer,3.0,2.0,C#/.NET,,33,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Продуктовая,Інша
4770,Kyiv,2300,800,Designer,6.0,0.5,,,28,male,Высшее,ХНУРЭ,False,выше среднего,до 200 человек,Аутсорсинговая,"Blockchain, Media, Mobile"
4772,Kyiv,2300,300,HR,4.0,0.5,,,23,female,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Продуктовая,Gambling
4773,Kyiv,2300,0,Senior QA engineer,7.0,1.0,,Manual QA,29,female,Высшее,ЧНТУ,False,выше среднего,до 50 человек,Аутстаффинговая,Telecom
4774,Kyiv,2300,1200,Software Engineer,3.0,0.5,TypeScript,,26,male,Среднее,,False,выше среднего,до 1000 человек,Аутсорсинговая,Gambling
4775,Kyiv,2300,1300,Project manager,2.0,0.0,,,24,female,Высшее,Other вуз,False,выше среднего,до 1000 человек,Продуктовая,Gambling
4776,Kyiv,2300,1000,Software Engineer,2.0,0.0,JavaScript,,21,male,Еще студент,НАУ,True,ниже среднего,до 50 человек,Аутсорсинговая,Інша
